ticker,date,adj_close,close,high,low,open,volume
BWA,2010-01-04,12.347773551940918,14.867958068847656,14.97799301147461,14.713908195495605,14.722710609436035,1460896
BWA,2010-01-05,12.936286926269531,15.576584815979004,15.642605781555176,14.845951080322266,14.867958068847656,3014944
BWA,2010-01-06,13.411483764648438,16.148767471313477,16.188379287719727,15.536972045898438,15.576584815979004,4738256
BWA,2010-01-07,13.594249725341797,16.368837356567383,16.404048919677734,15.871479034423828,16.065141677856445,2944739
BWA,2010-01-08,13.345688819885254,16.069541931152344,16.368837356567383,16.021127700805664,16.27640724182129,2840682
BWA,2010-01-11,13.323752403259277,16.043134689331055,16.30281639099121,15.946303367614746,16.20158576965332,3277587
BWA,2010-01-12,12.98015022277832,15.629401206970215,16.104753494262695,15.585387229919434,15.950703620910645,4399955
BWA,2010-01-13,13.071535110473633,15.739437103271484,15.845069885253906,15.580986022949219,15.677817344665527,4480157
BWA,2010-01-14,13.84646987915039,16.672534942626953,16.760562896728516,15.713027954101562,15.739437103271484,5093597
BWA,2010-01-15,13.65273666381836,16.439260482788086,16.88380241394043,16.23679542541504,16.716548919677734,3827866
BWA,2010-01-19,13.77336597442627,16.58450698852539,16.690141677856445,16.311620712280273,16.452465057373047,3155808
BWA,2010-01-20,13.58693790435791,16.360034942626953,16.417253494262695,16.20158576965332,16.346830368041992,2271318
BWA,2010-01-21,13.466306686401367,16.21478843688965,16.650527954101562,16.091548919677734,16.421655654907227,4204790
BWA,2010-01-22,13.331067085266113,16.051937103271484,16.492076873779297,15.990317344665527,16.2544002532959,2480797
BWA,2010-01-25,13.535759925842285,16.29841423034668,16.681337356567383,15.990317344665527,16.1751766204834,2494429
BWA,2010-01-26,13.24333667755127,15.946303367614746,16.443662643432617,15.924296379089355,16.2544002532959,2199523
BWA,2010-01-27,12.888765335083008,15.519366264343262,15.946303367614746,15.127640724182129,15.827465057373047,4344973
BWA,2010-01-28,12.574403762817383,15.14084529876709,15.633803367614746,14.960387229919434,15.558979034423828,3478432
BWA,2010-01-29,12.826624870300293,15.444541931152344,15.840668678283691,15.16285228729248,15.16285228729248,4603526
BWA,2010-02-01,13.122709274291992,15.801055908203125,15.827465057373047,15.479754447937012,15.532569885253906,2467619
BWA,2010-02-02,13.239678382873535,15.941901206970215,16.047534942626953,15.558979034423828,15.779048919677734,2272454
BWA,2010-02-03,13.543075561523438,16.307218551635742,16.474472045898438,15.845069885253906,15.845069885253906,3294627
BWA,2010-02-04,12.91069507598877,15.545775413513184,16.113555908203125,15.541373252868652,16.113555908203125,1988909
BWA,2010-02-05,12.687721252441406,15.277289390563965,15.545775413513184,14.907569885253906,15.5061616897583,4459709
BWA,2010-02-08,12.925323486328125,15.563380241394043,15.79665470123291,15.220069885253906,15.356513977050781,3218742
BWA,2010-02-09,13.148294448852539,15.831866264343262,16.148767471313477,15.625,15.77464771270752,6519504
BWA,2010-02-10,13.24333667755127,15.946303367614746,16.109155654907227,15.567782402038574,15.735034942626953,3507514
BWA,2010-02-11,13.034978866577148,15.695423126220703,16.27640724182129,15.60299301147461,16.21919059753418,5465750
BWA,2010-02-12,13.393207550048828,16.126760482788086,16.131162643432617,15.514965057373047,15.514965057373047,4038026
BWA,2010-02-16,13.5321044921875,16.29401397705078,16.386444091796875,16.113555908203125,16.338027954101562,2493520
BWA,2010-02-17,13.594249725341797,16.368837356567383,16.59330940246582,16.30281639099121,16.390844345092773,2647107
BWA,2010-02-18,13.554038047790527,16.320423126220703,16.452465057373047,16.24119758605957,16.311620712280273,3171030
BWA,2010-02-19,13.65273666381836,16.439260482788086,16.52728843688965,16.26320457458496,16.342430114746094,2681642
BWA,2010-02-22,13.985365867614746,16.83978843688965,16.945423126220703,16.492076873779297,16.54049301147461,3179437
BWA,2010-02-23,13.696599006652832,16.492076873779297,17.121479034423828,16.390844345092773,16.82658576965332,4105504
BWA,2010-02-24,13.941507339477539,16.786972045898438,16.945423126220703,16.492076873779297,16.492076873779297,2702317
